Metabolite,Chemical Formula,Metabolism,HMDB ID,Column,Ion Mode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48, QC 01, QC 02, QC 03
Fumaric acid,C4H4O4,Energy,HMDB00134,C18,Negative,19654.5452,110391.1583,263726.0064,34149.72662,119658.6507,244427.6389,26601.50786,129712.3404,222194.7622,21378.91615,108026.3543,232201.9062,24623.56801,125115.32,212718.8989,22802.45663,106499.9171,197451.6534,16122.03181,121596.7131,190928.6044,13198.48279,144376.1536,246019.6066,21997.4649,96574.60304,245134.9448,35800.65313,180013.4045,263477.8798,28390.46973,159763.0733,382931.4757,33872.05559,155948.2848,285749.1952,33010.52373,188839.1932,307821.7885,37581.73576,128631.4428,309213.3716,23150.51616,175897.6015,209038.9442,29732.39387,208513.6385,333090.43,138391.1955,131888.6415,163573.8435
L-Malic acid (L-Malate),C4H6O5,Energy,HMDB0000156,C18,Negative,86702.69902,566595.9458,1051640.03,143308.7546,535625.0315,1395945.852,126527.5146,504806.8675,929419.9894,89809.02499,412090.343,916564.958,114433.7033,504436.9326,767747.5874,104730.7245,471122.5658,733014.7827,87794.0244,532752.966,695100.0509,59823.51861,436724.8,1021864.713,94041.81715,381057.7112,1017044.956,176732.6394,654864.1968,1083063.409,144587.9894,641838.3504,1201266.841,153840.3515,647158.669,1122390.492,159971.4846,630039.0727,1271285.173,189875.2655,768441.2439,1039736.507,120653.0424,563320.7823,862819.9822,133526.7538,892893.9526,1097321.819,559677.7179,772234.2817,592874.273
oxalosuccinic acid,C6H6O7,Energy,HMDB0003974,C18,Negative,5197.425361,15435.55597,22696.71661,3633.853766,14105.76838,19217.7866,4638.789163,13241.7262,17106.96007,4227.392742,13188.73369,21503.68096,5705.411739,14292.2576,18310.50749,5012.39122,13854.55801,17736.97011,3499.786749,15118.21759,17283.3195,3726.669649,16967.77109,24709.02677,4099.522609,12810.74119,17702.8914,2476.238479,13793.78,20567.36054,2017.668427,10478.9717,18567.26892,4065.573638,11008.55138,19333.76265,3408.203308,11934.87457,14920.05631,3111.631207,15066.93999,19379.316,2732.495823,10710.16948,17214.56432,3226.267389,14749.78541,17129.21025,12368.49755,11424.46189,14205.61366
Glutamine,C5H10N2O3,Amino acid,HMDB0003423,C18,Negative,275209.7801,946757.6553,2480102.28,212165.7772,859263.5231,1977818.456,285040.074,1136851.401,2193863.659,439828.8902,566746.9661,1824315.053,380165.7663,917633.429,2324676.12,333864.9547,770095.5152,1950037.58,304280.4537,910777.3527,1732363.156,344544.8729,1016918.746,2173660.531,272992.7989,666376.5004,1648272.936,231672.2081,657221.4463,1169318.219,223493.2364,475889.5279,1072770.694,132169.81,558201.8751,1012404.321,218761.3738,565048.2885,812090.1038,205385.0994,543157.0314,1212312.706,146145.4536,581997.0661,1069744.53,290425.847,522458.4238,1147376.538,749052.5422,739663.349,713988.439
Threonine,C4H9NO3,Amino acid,HMDB00167,C18,Negative,18592.96014,55469.63803,170400.4802,14267.35373,69031.72305,179458.199,19374.48164,62840.85226,161989.931,18427.07535,25212.18872,144491.8581,12823.62433,53165.20225,146544.8084,17249.32837,34073.84979,111470.7591,18650.06503,57964.4543,128916.8543,16142.90848,53865.54365,193600.8547,19769.38064,97856.0282,257272.8156,26220.57627,103165.9891,224794.0907,21166.23549,89721.59895,238339.6235,23858.90701,101106.6124,216792.0051,20741.64368,90124.35341,211067.3596,19476.7897,78790.63804,243724.3157,15856.08335,81834.17275,228106.7043,32893.47514,115086.8449,266542.0141,72952.314,73031.72653,73075.81437
N-Acetylneuraminate,C9H17NO8,Carboxylic acids,HMDB00230,C18,Negative,9647.479296,29655.9215,43477.84071,7275.162778,42435.03394,55635.48392,7911.788027,47385.49942,69464.04715,6920.764898,31983.63904,49181.35547,6843.963029,34656.75268,48152.81695,7354.299817,33328.26055,58160.77335,8193.484518,43164.76026,53395.94085,5573.2602,39334.91332,44384.17535,5717.50002,27038.55534,35918.07429,5850.195461,38708.73582,35738.58561,5658.881642,33610.04935,43748.25242,6405.252785,29240.3917,33024.89833,4063.777622,25953.01894,34868.02196,6677.744471,27135.47347,35192.79197,5110.306854,28836.53543,31988.72954,8425.585501,28724.88873,38443.52217,33140.43101,34385.23793,30281.75591
serine,C3H7NO3,Amino acid,HMDB00187,C18,Negative,13771.04434,23059.06014,52272.08723,13765.13791,21706.13082,45824.69694,12068.49978,23969.3202,41106.20942,12484.8238,11611.03287,38203.46997,12389.37382,18820.27664,41032.88132,11704.23814,12480.2486,40242.31812,12213.04835,20379.30978,35565.862,11590.83768,18664.3855,40825.02398,14265.19484,26698.20449,64733.47542,14496.28946,34053.9443,55741.42132,15806.75391,27192.21879,55734.32211,15012.03366,29357.56803,47185.02715,13295.30234,26732.89083,45764.39587,16192.5973,28447.24822,53760.83158,15581.37245,26548.60544,48992.77703,15896.3802,30053.35362,52707.88193,21347.76094,24354.72195,25193.66851
Malonic acid,C3H4O4,Energy,HMDB0000691,C18,Negative,3144.873743,9865.04613,10780.38336,1779.187271,4979.42,6287.705283,1760.598627,8450.140695,8804.964826,2910.976486,7194.828183,8084.771998,2957.020142,7238.852886,8703.71011,2459.998284,5949.266818,8783.12981,1476.426802,6332.744074,5986.512861,2486.602003,8725.353947,10049.19658,1895.420245,5606.068445,6697.933218,2981.063144,7566.261773,7072.336151,1728.261925,6022.179417,7266.656563,1698.233432,7355.442554,5906.859929,1999.937324,5198.519651,6447.052259,1457.857663,2781.772107,5197.947205,2066.800735,4622.042726,7809.437347,2219.379487,5349.254986,6441.71753,6219.480246,4926.44384,5069.790877
Xanthine,C5H4N4O2,Purines,HMDB0000292,C18,Negative,42218.08761,124208.4832,106750.8531,26543.89416,76421.21307,100793.4309,17955.90775,64403.19825,81785.27836,19391.55826,48487.97419,75821.66355,24716.16158,77612.89951,88523.17381,22197.46517,61353.91989,73353.95484,28160.22536,88744.0913,89848.90425,27674.45913,83526.77919,122383.3875,40188.84677,203745.046,362303.3695,38237.37229,165758.9954,225012.9828,28958.36178,150171.5476,226778.6212,37223.35195,157408.8541,210871.0534,25755.05865,130169.5621,205395.787,46991.08351,169783.8153,230421.1413,44121.66573,159216.0318,222848.709,53767.28406,232085.9918,311292.8156,127044.027,129131.1045,130155.784
Uridine 5'-monophosphate,C9H13N2O9P,Nucleotide,HMDB0000288,C18,Negative,54124.53296,169588.6724,255185.9647,38082.2067,248364.6351,367750.7684,93830.19827,534288.8978,564430.9394,44525.03437,373640.2849,637298.7483,73292.06342,299118.8194,686448.2589,78575.0467,288082.2635,660097.0274,62987.09567,248985.6323,558170.4305,48475.02597,195534.0056,369964.5707,47006.51924,130594.5197,179073.2611,52759.31929,196717.0681,214508.2947,47336.94001,218563.106,298123.4225,71720.35479,241636.2843,301306.3843,65440.17459,220124.8938,332417.0845,69831.69443,191953.4897,297482.3172,62914.67408,192356.9757,242903.4791,45028.23801,188265.8091,198961.4233,259793.8816,271098.6675,267471.9111
Hypoxanthine,C5H4N4O,Nucleotide,HMDB00157,C18,Negative,31867.19354,73177.68002,157420.4715,22079.7897,89698.77145,157569.5412,20754.45341,105450.1532,189138.6192,22078.29,68479.37482,185018.3478,22302.84357,86223.57791,191335.4486,18920.87321,65667.82615,133484.1549,17869.1833,64183.71081,98849.73784,21860.29361,86571.75817,204308.3144,14656.77229,43369.52292,93421.4413,11567.69151,54172.33709,96197.07735,11538.64988,51912.83171,87253.36374,12558.59138,65040.52384,102977.6507,15269.88622,61077.98745,81516.42823,14795.20597,48212.68776,106267.1518,16367.30688,59720.73242,96724.99044,11720.03278,54240.12978,93902.93849,67852.78899,64273.65727,68808.22528
N-Acetyl-D-tryptophan,C13H14N2O3,Amino acid,HMDB0255052,C18,Negative,1117.924189,12357.56361,21708.74765,810.3036974,9492.787322,19416.60558,817.0209904,9458.120578,22253.65541,3425.641365,7231.601343,17640.07782,1093.980227,13155.53821,19388.81712,1045.146453,9952.910465,16678.42573,1338.396972,12742.05652,29403.94433,1948.415522,11883.60282,74215.93721,3368.926235,16567.29662,29799.58768,2971.001796,19241.69938,31034.50357,1650.043079,12902.03436,24246.31362,2088.423195,26313.08721,30820.23166,2436.127952,19526.13472,29243.30974,2175.370645,13676.32524,33013.21554,2724.182551,22395.00755,30672.53963,3708.694931,16500.46791,33770.52286,16115.14871,16368.67564,15423.25354
Aminoadipate,C6H11NO4,Amino acid,HMDB0000510,C18,Negative,13660.59246,20705.12992,28368.42206,10052.50001,28393.43915,39294.35279,11310.10601,30511.40696,42080.75361,9280.185765,20811.96005,27633.86701,8079.113614,22318.33229,40102.77405,12365.03962,21588.42729,29174.43455,11961.40407,24422.16613,27129.516,11118.25087,30312.73355,30912.79015,4674.620509,13859.5282,18973.5278,7293.831689,13989.79299,15090.13172,5414.71556,14267.8186,18759.09491,6638.437888,16510.5656,17080.70719,6104.428457,11451.56623,19890.3184,5951.526697,12286.29946,19669.13896,8864.167378,16975.623,18532.97608,4795.71341,19317.93786,19251.36131,15993.82524,18098.16705,19562.58286
Deoxycytidine,C9H13N3O4,Nucleotide,HMDB0000014,C18,Negative,6509.377834,11547.67339,14417.03774,5164.226418,15310.80684,16962.83407,5542.329409,16450.03655,18734.52906,3604.994549,7652.616332,10152.47938,3671.907389,13866.93272,16039.84619,5444.923383,12335.42454,14054.6456,6123.057329,16126.70051,15156.96664,6245.257713,16676.2939,11963.17714,2830.494224,10930.52011,8195.915748,4922.370799,5888.149183,7084.734963,3181.153937,8049.936488,9286.721149,4205.927301,7574.363362,4302.688042,2618.57986,4499.325719,7326.441335,4088.809785,5712.963106,7477.679489,5775.094772,6847.280338,6822.802631,2558.744948,5012.679923,8234.967412,6425.343429,8047.582076,9201.035693
Allantoin,C4H6N4O3,Uric acid,HMDB00462,C18,Negative,8052.246792,25195.11359,27357.4615,9732.479321,22806.075,31695.47477,14559.32401,22173.01709,39713.88621,10783.43549,17187.72225,21672.09967,9963.821883,26716.66086,31277.19701,11893.98506,39799.18989,30824.00688,9541.131471,16521.11535,28425.72387,8039.417634,25545.13856,28462.16466,11386.35738,22932.04764,27552.78827,16163.43614,24742.40114,28798.72853,10979.53288,25603.68275,31140.85134,14913.80602,24160.97979,38036.61845,12950.48584,24640.5034,39350.62539,18941.40712,24607.76586,40454.9348,15660.89105,25324.76125,31490.53444,13009.75862,25014.6307,29292.98494,25177.26472,27484.41204,25650.42325
Pyroglutamic acid (5-oxoproline),C5H7NO3,Amino acid,HMDB0000267,C18,Negative,50102.45804,231311.4956,291146.729,42636.69137,211436.907,296962.4918,47382.39803,137987.2002,195791.9202,63918.88681,153683.812,199976.9205,57802.3106,211005.8336,364863.6221,56555.68092,198373.3514,276714.0837,44077.44457,217226.7803,188784.4699,64067.39221,198058.4148,324983.2467,64969.52563,221754.5401,537120.2104,67076.26914,262228.6846,395800.917,66394.14642,250306.2274,377167.0028,69688.89053,189390.0883,366151.5595,61947.70622,203690.122,373370.2654,67921.88584,255539.1786,427435.2115,69210.50086,267651.6508,339003.6489,77072.75361,266048.9015,386472.0577,231608.3373,230714.5476,241161.7568
Urocanic acid,C6H6N2O2,Imidazole,HMDB0000301,C18,Negative,15866.65831,47160.22063,77675.65316,18536.26268,51349.71388,72314.38443,18323.01852,45317.08586,73360.07133,14472.16656,33317.37933,66610.23241,16221.79004,42447.60685,73328.00746,16624.13827,40524.01911,73525.47739,14173.82117,51252.6097,76117.88661,19942.56981,53761.03784,72259.83483,12058.47329,35083.23372,57826.62118,13873.06962,39706.21915,49619.62423,11631.77441,38993.54059,58130.91457,13138.0944,35202.36037,51540.65649,10854.80359,34129.40691,47923.9384,12815.59501,32463.60606,51336.14541,12028.55597,36611.42407,56992.27318,13005.92809,33582.57345,53030.98566,41720.97482,44842.33113,41979.03533
3-Methyl-3-Hydroxyglutaric Acid,C6H10O5,Amino acid,HMDB0000355,C18,Negative,291580.9794,515298.4265,711720.0409,194326.2445,439387.4905,650245.1938,189156.093,476851.0424,673345.0102,249947.388,386026.6955,599573.8684,251573.9676,446159.3619,545759.1306,242387.4448,356807.7379,555871.8569,182568.1479,402920.7308,498153.5242,214276.192,464987.6024,669428.9549,217403.0996,390732.6109,531061.2154,203683.3752,407050.4718,537750.6833,210549.1451,379470.711,485309.611,191020.1858,364362.1806,518949.1992,193406.2105,370942.3931,485668.4513,185269.9119,367387.1454,520030.4138,180616.513,393571.0341,516721.063,209733.0398,365145.6549,504429.4835,408996.8694,402916.3322,390960.1217
N-Methyl-L-glutarate,C6H11NO4,Amino acid,HMDB0062660,C18,Negative,13634.71473,18730.72446,28307.82251,11184.737,26831.4225,39105.30138,11310.64203,30713.82303,41815.63911,9361.283968,18488.23339,27564.17434,8086.941054,22892.86778,39108.3881,11972.86431,21050.90267,29042.26972,11854.91714,23536.03277,27206.19853,11125.19413,30319.97261,30941.7249,4676.7516,13673.4711,19290.50165,7240.119309,13974.42983,15354.90652,4714.575395,14266.21652,18914.70362,5964.352469,16559.2174,17118.5723,6116.523006,12337.47936,19912.63712,5885.400807,9362.358908,19790.71006,8803.994623,17266.23465,18562.83851,4800.415585,19556.51798,19091.15188,15420.40557,18090.75096,19719.22391
Xanthosine,C5H5N4O5,Purines,HMDB00299,C18,Negative,1957.138032,18070.87221,28564.01539,2351.21421,11297.45066,20922.04792,2657.426931,11814.26866,24341.19552,2655.957335,8947.934569,24860.85985,2531.968368,19723.28063,17673.06244,2519.488816,16136.28903,19391.46722,4167.301056,17913.82924,26004.11693,2380.254563,20692.77281,29579.91418,3717.502446,19522.96173,33253.44995,4600.979479,17631.32778,25324.84089,2180.131538,17208.55495,24701.70591,2864.072703,17623.47937,20987.75238,3883.314539,18595.00942,20610.04173,2898.506777,17945.91003,23485.42922,3636.976757,18038.424,27102.8319,6996.57836,18162.86993,35420.741,14716.95338,16792.20076,15716.76083
Thyrotropin releasing hormone,C16H22N6O4,Lipids,HMDB0060080,C18,Negative,38257.09701,21657.79783,11975.21979,38109.36213,19427.21951,12763.48759,32310.90498,22329.57142,14011.86843,40221.46839,25078.9683,14452.33463,35566.23703,22776.65182,14951.63362,54298.81684,40843.76863,19780.52757,49471.00883,18869.64474,11543.10276,31379.65105,22792.31254,16554.90133,36534.82626,25068.27738,17303.98293,38249.13994,23879.70957,19032.97421,38189.30919,24054.33877,19263.00427,37052.12917,28695.18532,15890.46106,37476.38622,27253.43469,17862.14683,41327.29194,23045.19004,17202.98607,43287.4065,25095.09404,15179.90236,28654.14035,24760.10285,17474.25142,19570.94791,24405.61107,20557.30411
histidine,C6H9N3O2,Amino acid,HMDB0000177,C18,Negative,612051.7839,1787250.292,3243567.687,696039.725,2032516.909,3351668.972,718518.6325,1777689.252,3128215.847,534442.1458,1236889.192,2975619.79,613028.9272,1659461.742,2980414.056,637182.2985,1477709.355,2964156.903,575245.9082,1957803.429,3105224.494,767330.9064,1866747.422,3215688.246,432980.3621,1337032.649,2303916.898,547237.0639,1435702.946,2185995.408,466470.5504,1381380.56,2336799.596,501888.7336,1387652.885,2158481.87,422282.7654,1382367.067,2005386.282,483270.482,1237950.906,2146750.256,454456.5183,1387968.247,2293963.087,512466.707,1346145.556,2321812.139,1520066.915,1586472.046,1546801.619
Deoxythiymidine diphosphate-glucose,C16H26N2O16P2,Nucleotide,HMDB0001328,C18,Negative,3040.515476,13160.3373,17345.61561,3983.464578,18716.99514,18994.89439,5878.862113,10666.67865,13115.15506,3970.103424,10213.29372,15021.20465,3933.295094,13429.67099,14895.81641,3141.902158,11263.35455,20216.0397,7275.3312,12162.86655,14819.14943,3621.738362,11226.03227,11957.77162,8183.449926,16749.04925,30282.03912,3430.997626,19662.13687,20768.71326,5896.711464,23703.31459,19301.39951,6231.046132,18489.86178,16535.45312,8030.05686,21840.9191,26549.17655,7222.800442,19978.80293,16944.92368,4218.532981,18286.35329,21740.26878,6122.4869,17844.80525,17410.377,16505.4629,14952.51823,18197.83304
N-Acetyl-Aspartate (NAA),C6H9NO5,Amino acid,HMDB00812,C18,Negative,93243.43355,381558.6689,610525.3127,131054.6381,497886.0403,706915.0538,127192.9859,606495.7967,877806.3307,116301.6531,427638.8177,757285.3577,141167.9553,559125.9704,989898.9089,140686.0108,552403.4336,771605.1509,118195.3123,563801.1866,792104.0771,85974.48992,481837.3436,743560.9316,88781.18842,326134.4308,676692.3457,142958.0398,475860.4601,713729.1777,106504.9608,492004.5442,661934.8571,159886.3803,535900.4845,691875.3947,121526.4866,540903.2921,777171.4185,134702.9591,448236.1765,634502.0504,133488.1323,451774.322,655362.8158,112348.0491,464246.3777,589447.0554,506693.1821,556623.1368,535632.1201
6-Phosphogluconic acid,C6H13O10P,Nucleotide,HMDB0001316,C18,Negative,2567.848645,7075.380328,10843.0286,635.3544285,8594.479719,12504.28551,647.0133708,3465.4039,8994.989923,390.0816556,4547.825441,10797.29211,1445.28382,6458.624391,11804.69975,4062.601512,6755.292894,11214.23416,3157.688136,6046.831381,16325.8635,2103.821199,4300.760069,12076.0004,583.8164638,1230.196282,5650.065822,743.1215742,2154.8524,3314.045204,320.0283478,2888.864908,5452.963627,576.0460924,2186.8531,4253.282105,579.9920955,1412.008992,3398.770084,572.4365945,2895.291685,5234.009408,2377.324425,3801.511703,10777.8763,352.8701646,3458.117679,3602.094783,3196.116736,4506.720737,3997.540445
Phosphoenolpyruvic acid,C3H5O6P,Glycolysis,HMDB0000263,C18,Negative,11598.08183,29679.43213,15198.61859,13321.82821,12679.84824,11780.5751,13522.91722,18645.9367,14192.80504,5019.985018,19794.71234,16185.16387,11644.77545,16397.85205,18491.55542,25799.69769,18212.53014,19555.65924,11868.53603,15354.80892,21165.1927,13662.59787,31508.87323,20965.81378,5095.4068,14897.27746,21383.11999,5164.84018,16218.74248,15542.93186,3796.0041,15699.03274,19633.20762,7622.676033,12034.75135,15255.96504,4812.70499,12291.36776,16159.75904,8807.067348,14173.92225,17421.3341,6894.024595,10779.46498,13861.0394,7662.621741,17025.56438,14558.88,17854.53776,17224.10905,16021.51271
FAD,C27H33N9O15P2,Nucleotide,HMDB0001248,C18,Negative,154742.8114,1323580.084,2044481.584,206254.0034,1377636.152,1938622.039,203699.4007,1721731.336,2169007.517,100666.4275,1053666.173,1907719.85,181967.1501,1434153.77,1993274.885,176614.9843,1197148.119,1967365.113,218155.678,1568669.211,2128205.263,177159.6105,1441869.737,1984421.561,136813.2393,1445924.726,2549247.191,186174.5656,1593519.65,2418029.418,159829.4824,1657716.443,2457084.275,250159.6621,1643527.905,2416172.146,159943.0759,1610572.755,2267140.955,208509.9911,1512572.463,2285617.568,205245.2801,1649766.907,2350347.028,189869.7886,1710992.431,2292587.263,1308628.896,1330628.384,1348362.661
N-Acetyl-L-methionine,C7H13NO3S,Carboxylic acids,HMDB0011745,C18,Negative,7598.005054,22963.40233,47683.43596,6174.351065,26586.37196,29530.24195,8817.364742,24942.87139,28555.76069,13947.71745,19037.34617,31550.93147,4556.211907,43040.84849,34823.38109,5143.851677,20015.61922,38234.3118,23865.73923,24092.99474,28010.91658,8663.75953,29680.86907,37285.32006,5785.635752,31678.24481,60155.10233,6527.544022,33915.19422,47674.8955,4932.08445,31781.03356,48839.3737,6127.136509,30388.10693,46073.07983,6163.406924,31856.02433,42623.19493,7830.101749,27813.10266,36815.45197,5779.49386,32724.26824,42770.26406,7027.213993,32469.30347,50206.02768,32937.44454,27959.90803,35156.89144
Uridine diphosphate-N-acetylglucosamine,C17H27N3O17P2,Nucleotide,HMDB0000290,C18,Negative,760932.0883,3289555.387,3672868.58,865273.7254,2500676.811,4105181.393,1087098.518,2822127.074,4482003.417,920944.4364,3377141.453,4453539.665,774872.4375,3634139.039,4481464.578,944460.2838,3490078.083,4135195.434,929963.8463,4010315.101,4794072.222,819715.8323,3641190.199,4565578.169,2051654.448,5106961.091,6264408.442,1778497.278,5905504.5,5890009.136,1552068.083,5514082.402,6211714.444,1638306.774,5604261.854,5558837.918,1675508.986,5502784.541,5410065.831,1513835.63,4947325.82,5653529.855,1229040.393,5203846.141,5769321.021,1951601.206,3930411.025,6240609.199,4768207.678,4364565.018,4766288.212
Cytidine 3'-monophosphate,C9H14N3O8P,Nucleotide,HMDB0240312,C18,Negative,30360.52005,95484.58292,124835.2107,46441.45819,129527.1603,127693.076,73791.85494,270907.2119,185301.198,30811.902,159267.3829,195446.1799,42677.10021,119005.5119,210118.8629,45201.04981,126510.6845,176000.1083,63545.34248,119817.5599,194339.3882,46488.71563,104447.6457,178948.2171,33309.3724,95114.15088,105694.8763,40370.26308,175854.1273,174733.261,31556.91961,126292.1803,201838.2705,56632.17545,170928.3495,201831.5284,37370.9292,136212.9405,209059.3771,73281.8144,138915.5727,177687.6905,57893.82144,131458.6246,165742.2615,47098.80019,154643.2693,135321.2013,149771.0544,167058.8358,131650.9898
Glutathione,C10H17N3O6S,Redox,HMDB0000125,C18,Negative,26833.83043,108883.0479,236250.2327,45524.30561,193096.0574,281228.9831,39950.40267,183003.1565,236511.5382,35066.17055,197539.3333,350134.2099,63319.42058,206639.7521,305959.6598,16104.16045,173806.0538,262622.7702,17390.12543,184075.9691,266713.6411,23396.98744,255914.4205,272894.3417,17267.31617,77805.70305,79115.00951,18703.45605,170613.9665,194929.5529,23409.36321,132441.2613,178444.1955,41762.89678,162571.1513,200459.9078,24510.90012,155920.1396,266663.2558,26582.0737,134747.2033,213181.6759,28964.2295,140565.1195,182587.1537,14887.46686,206988.9209,166349.4716,173456.5835,148052.5001,148911.2014
N-Ac-Glutamate,C6H9NO4,Amino acid,HMDB01138,C18,Negative,19684.5952,58176.48667,80637.76028,21721.37275,57864.75897,81213.92305,19326.93066,49528.28427,73407.29764,16731.78227,41797.82168,74782.34612,19765.3002,54963.00111,77108.54099,19314.72411,49435.86578,74339.31362,17176.16076,53795.74802,71567.43316,19711.03502,57110.76837,79404.14721,21837.70334,55647.65436,85516.17678,17399.55831,66949.10373,97159.79597,20083.94628,59658.08906,103490.0814,21754.3115,60564.89765,97318.1502,18439.232,66857.23957,98864.03409,20736.37167,56321.79803,90383.53766,18790.71401,65854.47324,88731.88958,20490.55326,62749.65924,96071.98102,64393.02393,62373.11721,60411.95656
Inosine 5'-monophosphate,C10H13N4O8P,Nucleotide,HMDB0000175,C18,Negative,315426.3796,1428305.448,1963212.198,271460.8238,1310206.276,1636896.191,313570.0945,1365886.177,1668109.643,192583.5421,978670.7553,1419144.419,212849.2441,1087121.173,1351160.81,268947.5987,1062268.496,1262095.344,321770.1731,1408831.521,1568938.651,309117.2689,1423911.096,1965978.337,164396.081,1428575.543,2062035.693,181058.7326,1377633.884,1983846.655,171800.8009,1375919.923,2021026.084,235653.9799,1552003.184,1962786.893,178389.7257,1340363.77,1876707.05,202753.0087,1485866.559,957153.4629,284457.634,1346036.502,1922554.917,273470.0522,1664142.347,2222123.53,1264886.204,1320089.928,1247390.92
Pantothenic Acid,C9H17NO5,Vitamins,HMDB0000210,C18,Negative,114660.9305,806229.8161,1366205.359,123509.7571,832529.3298,1402494.082,186470.2283,1069226.042,1562207.061,154158.7196,776469.2196,1479494.606,92975.21706,860163.4954,1327654.243,123050.85,765529.0199,1246274.15,175798.6185,1008331.882,1498484.811,136498.0652,837281.4511,1373907.216,138039.2645,1036923.084,1777319.255,179404.1549,1028498.657,1446998.563,145705.9101,1042964.308,1721371.823,190171.0704,989923.2451,1552279.366,141587.1947,1019374.133,1476212.588,158095.7776,963873.8205,1464411.626,172959.9559,949826.8143,1530314.529,164654.6657,1093896.348,1660691.076,968309.2414,974734.1764,977667.8211
4-Aminobutanoic acid,C4H9NO2,Amino acid,HMDB0003681,C18,Negative,6752.446548,17806.92738,25834.2577,7654.758338,21836.47352,32194.25076,7188.196068,29855.58801,34665.34923,6283.591056,19382.27464,39197.18733,5771.528105,18712.61365,26908.29772,5861.647688,14758.02458,37893.16258,6437.156558,25436.07266,39185.51757,6425.988859,19108.11106,37815.94885,7280.214151,17204.67757,28647.8147,6854.046164,19625.70283,25946.71682,7006.181429,17842.17531,29704.60605,5573.819638,21115.97225,32614.03127,5659.301565,21220.44858,29985.62072,7230.141302,17638.96488,28255.7244,5688.002662,18886.64077,28638.42021,8994.179401,19874.11417,33577.72331,19585.38879,18583.89985,20787.53033
Alanine,C3H7NO2,Amino acid,HMDB00161,C18,Negative,12154.1834,24441.54738,54375.91586,9611.643971,24638.01691,48247.85902,7903.758142,29262.80091,51569.12311,7506.889888,17058.81349,51113.08902,9552.241227,21064.17028,45026.86305,9204.794568,15891.3849,38443.6003,9973.86708,23524.89343,50063.2186,9282.346558,30277.28401,51668.59838,6028.101755,23221.46381,48434.40752,5548.073485,26564.93694,55555.29245,6749.455633,23907.27478,50514.69836,6405.258166,23529.56936,43076.65695,5992.84884,25070.33535,46940.7116,6895.684377,24447.51509,52496.62079,7679.016065,22809.37853,46363.6404,8706.541969,31770.32933,53902.13277,22910.86436,27475.61471,23705.66918
Uridine 5'-diphosphate,C9H14N2O12P2,Nucleotide,HMDB0000295,C18,Negative,7138.495156,22053.57651,20920.45088,7312.003652,17921.21875,20903.15012,12254.72852,39683.2426,30998.43853,10676.13569,25096.39763,28216.49277,7166.146591,28836.75106,35586.98434,8083.537394,22764.49175,23081.54142,12126.4137,26115.13249,34190.32395,16059.63461,32319.25427,27965.15869,12742.4456,35662.1809,29142.69068,11665.6381,43874.9027,34678.13616,8471.305053,43203.09437,30083.58251,13533.6603,44126.67076,26055.27582,9992.451191,44598.50361,40399.1286,13774.36737,38937.7341,35076.97498,13473.25402,40733.54113,34032.97649,9207.920403,44701.48531,30113.87366,33474.11625,30019.43866,36240.30969
Tryptamine,C10H12N2,Indoles,HMDB0000303,C18,Negative,3634.098009,17534.1689,19820.84558,3358.761237,17795.45542,20633.85011,4714.60458,15618.73986,18482.00546,5079.611891,13876.02638,20032.39846,4090.515883,19410.90447,19077.83355,3451.480826,15286.29034,16739.07335,5921.971668,16361.02168,21882.50973,4297.394025,17695.82701,23218.01639,8388.312549,30856.21257,31529.541,8849.974959,27676.94351,32175.03086,6896.730289,25795.85227,29839.90484,8197.168925,27504.71162,30092.37257,8320.391621,32974.48311,28101.99282,7270.312129,24817.46559,29818.42812,7124.248053,27328.25541,35706.41895,8643.29325,25177.40755,34031.68136,24048.23782,22175.87704,23040.48471
Glutaric acid,C5H8O4,Energy,HMDB0000661,C18,Negative,52268.20129,96290.49765,169269.6526,34766.12279,90949.25943,145666.1598,36707.05536,111031.511,157426.2791,43198.96117,71470.2495,142181.825,47411.72702,91010.61924,145913.5942,43809.3441,71777.4115,132882.047,38806.89029,82552.26584,117055.9792,39370.06387,101841.9288,172765.9454,30858.94797,66474.49921,116977.5689,32475.12844,76895.00057,111611.5808,32332.14594,63599.07116,105843.9049,28631.26031,71981.34501,108943.2355,31900.02358,67455.55516,98384.25632,32329.59349,69724.71286,115773.6228,30747.74152,69993.67346,110473.7885,34773.081,68761.55539,110131.2611,76872.42322,81860.51847,79321.24798
Pimelic acid,C7H12O4,Carboxylic acids,HMDB0000857,C18,Negative,16209.95825,46485.91697,89442.27771,15309.18505,41137.68894,70798.1906,14482.2473,47470.62626,74881.36935,19587.13453,35437.70886,70654.44938,9678.703548,56944.12852,80860.69521,19057.73349,55084.17254,66578.04353,13884.17856,74953.96822,99227.53435,15136.26253,48969.87847,142557.8663,48249.31224,102622.1336,175622.9718,20475.89969,92802.19262,169395.4965,18977.4506,87462.74895,164463.3709,24656.35533,129124.8245,206140.5715,31542.34782,107877.2171,187579.4035,19862.56424,93927.46338,212182.9801,25292.14588,161271.5006,185934.6995,23183.66591,98454.64846,168992.0491,82801.55698,84206.73641,86863.42694
